,azimuth,differential_reflectivity,differential_phase,horizontal_power,vertical_power,resultant_voltage_phi,resultant_voltage_theta,frequency
155,310,7.2921314583394095,-9.855386715892015,267.2589376459038,49.8561905949008,(14.687596632034438-7.178679740770886j),(6.780802790571365-1.9689855535987049j),5.6
156,312,7.105399420111242,-9.955318514376374,242.51185529414144,47.22729071146319,(14.020654455710286-6.777396544965678j),(6.611153426366512-1.876150602831639j),5.6
157,314,6.906385241971053,-10.048573303300492,218.992686942329,44.646877221918466,(13.354395146595664-6.375956180127902j),(6.439650567947182-1.7826322628786901j),5.6
158,316,6.694838077558297,-10.133683895317809,196.79138957891942,42.123290059188264,(12.69170398566777-5.975955113544967j),(6.266745559774065-1.6885467563086045j),5.6
159,318,6.470537359425627,-10.208876155549724,175.97433206016657,39.663915983600376,(12.035356717561456-5.578935448740635j),(6.092870734539989-1.594001943470117j),5.6
160,320,6.2333091591508065,-10.272014349069009,156.58526051701057,37.27519836427118,(11.388008539776152-5.186378506722779j),(5.918437719814387-1.4990975021490294j),5.6
161,322,5.983047739229184,-10.320541501980744,138.64659966695552,34.96265856056568,(10.752185160714458-4.79969935898774j),(5.743836050596421-1.4039252061397653j),5.6
162,324,5.719743803142246,-10.351417015144877,122.16103133426867,32.730927357564845,(10.130275875701388-4.420242302911816j),(5.5694320857934185-1.3085692948023848j),5.6
163,326,5.443521326512776,-10.36105584147104,107.11329089804806,30.583784854510878,(9.524528576461458-4.049277255784932j),(5.395568222483583-1.213106924815874j),5.6
164,328,5.15468527415454,-10.345276775053044,93.47212366241403,28.524207196031718,(8.937046579456506-3.6879970307795515j),(5.222562398068655-1.117608694629334j),5.6
165,330,4.853782936317553,-10.29927231980246,81.19234599770793,26.554418567620655,(8.369787132349083-3.337515446686598j),(5.050707867108338-1.0221392315876512j),5.6
166,332,4.5416819666612565,-10.217619866653722,70.21696023095451,24.67594694370175,(7.8245614359351165-2.998866213459931j),(4.880273236787222-0.9267578313670339j),5.6
167,334,4.219668307948832,-10.094364262871075,60.479277348645255,22.889682172467502,(7.303036001319272-2.6730025275109415j),(4.711502742609807-0.831519139195106j),5.6
168,336,3.889566753783752,-9.923215964937459,51.90500729963748,21.195935100119623,(6.806735148928352-2.360797304298023j),(4.54461674403556-0.7364738623680083j),5.6
169,338,3.5538854312962833,-9.69792695597689,44.41428275159879,19.59449657213706,(6.337044447143317-2.0630439710604445j),(4.379812418364542-0.6416695037765152j),5.6
170,340,3.215982272563557,-9.412927170328759,37.923588287794956,18.084695294455468,(5.895214883771418-1.780457739446489j),(4.217264630193502-0.5471511065275609j),5.6
171,342,2.8802456046784055,-9.06432296234589,32.34757299339023,16.665453688055322,(5.482367563092064-1.5136772762204673j),(4.0571269532009255-0.45296200024494443j),5.6
172,344,2.552271301604563,-8.6513664365915,27.600729972394742,15.335341021178497,(5.0994987245924825-1.2632666900834464j),(3.899532820786585-0.3591445402435052j),5.6
